age,age_group,job,salary,marital,education,targeted,default,balance,housing,loan,response,,,Marital,Response rate (%)
30,3,services,70000,single,secondary,yes,no,581,yes,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,1027,yes,no,0,,,,
30,3,technician,60000,single,secondary,yes,no,592,yes,no,0,,,,
45,4,self-employed,60000,married,tertiary,yes,no,-497,yes,yes,0,,,,
27,2,technician,60000,single,tertiary,no,no,808,yes,no,0,,,,
51,5,housemaid,16000,divorced,primary,yes,no,94,yes,no,0,,,,
35,3,admin.,50000,divorced,secondary,yes,no,534,no,no,1,,,,
42,4,admin.,50000,divorced,secondary,yes,no,-106,yes,no,0,,,,
57,5,admin.,50000,married,secondary,yes,no,-967,yes,no,0,,,,
32,3,blue-collar,20000,single,secondary,yes,no,2597,yes,no,0,,,,
28,2,blue-collar,20000,single,tertiary,no,no,1372,no,no,0,,,,
32,3,technician,60000,single,secondary,yes,no,-234,yes,no,0,,,,
27,2,management,100000,married,tertiary,yes,no,1531,yes,no,0,,,,
43,4,services,70000,married,secondary,yes,no,68,yes,yes,0,,,,
26,2,unemployed,8000,single,secondary,yes,no,130,yes,no,0,,,,
35,3,housemaid,16000,married,tertiary,yes,no,1265,yes,no,1,,,,
32,3,admin.,50000,single,tertiary,no,no,1531,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,-450,yes,no,0,,,,
37,3,blue-collar,20000,single,primary,yes,no,851,yes,no,0,,,,
31,3,technician,60000,single,tertiary,no,no,4561,yes,no,0,,,,
26,2,technician,60000,single,secondary,yes,no,276,yes,no,0,,,,
30,3,blue-collar,20000,single,primary,yes,no,413,yes,no,0,,,,
59,5,blue-collar,20000,divorced,secondary,yes,no,3573,no,no,0,,,,
23,2,services,70000,single,secondary,yes,no,567,yes,yes,0,,,,
55,5,technician,60000,married,tertiary,yes,no,-466,yes,no,1,,,,
27,2,technician,60000,married,secondary,yes,no,317,yes,yes,0,,,,
33,3,blue-collar,20000,married,primary,yes,no,1138,yes,yes,0,,,,
28,2,admin.,50000,single,secondary,yes,no,7,yes,no,0,,,,
26,2,student,4000,single,tertiary,no,no,641,yes,no,0,,,,
32,3,blue-collar,20000,single,secondary,yes,no,75,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,no,38,yes,no,1,,,,
35,3,technician,60000,single,secondary,yes,no,705,yes,yes,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,154,yes,yes,0,,,,
28,2,management,100000,single,secondary,yes,no,703,yes,no,1,,,,
48,4,blue-collar,20000,divorced,secondary,yes,no,501,yes,no,0,,,,
31,3,admin.,50000,divorced,secondary,yes,no,360,no,no,0,,,,
31,3,blue-collar,20000,single,secondary,yes,no,39,yes,no,0,,,,
53,5,blue-collar,20000,single,primary,yes,no,210,yes,no,0,,,,
29,2,blue-collar,20000,married,primary,yes,no,10191,yes,no,0,,,,
34,3,blue-collar,20000,married,primary,yes,no,431,yes,no,0,,,,
24,2,technician,60000,single,secondary,yes,no,246,yes,yes,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,-29,yes,yes,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,362,yes,no,0,,,,
30,3,technician,60000,single,tertiary,no,no,1323,yes,no,0,,,,
31,3,admin.,50000,married,secondary,yes,no,685,yes,no,1,,,,
43,4,blue-collar,20000,married,secondary,yes,no,3549,yes,no,0,,,,
32,3,services,70000,single,secondary,yes,no,-341,no,no,0,,,,
23,2,services,70000,single,unknown,no,no,15,yes,no,0,,,,
29,2,management,100000,single,tertiary,no,no,499,yes,no,0,,,,
49,4,admin.,50000,married,primary,yes,no,169,yes,no,0,,,,
58,5,technician,60000,married,primary,yes,no,10,yes,no,0,,,,
29,2,admin.,50000,single,secondary,yes,no,710,yes,yes,0,,,,
38,3,blue-collar,20000,single,primary,yes,no,1583,yes,no,0,,,,
26,2,services,70000,single,secondary,yes,no,2047,yes,no,0,,,,
42,4,services,70000,married,secondary,yes,no,9277,yes,no,0,,,,
23,2,blue-collar,20000,single,secondary,yes,no,780,yes,no,1,,,,
24,2,blue-collar,20000,single,primary,yes,no,388,yes,no,0,,,,
45,4,entrepreneur,120000,married,primary,yes,no,5315,yes,yes,0,,,,
33,3,services,70000,married,secondary,yes,no,174,yes,no,0,,,,
38,3,blue-collar,20000,married,primary,yes,no,1099,yes,no,0,,,,
26,2,technician,60000,single,tertiary,no,no,-67,yes,no,1,,,,
39,3,entrepreneur,120000,married,unknown,no,no,98,yes,no,0,,,,
36,3,blue-collar,20000,divorced,secondary,yes,no,421,yes,no,0,,,,
42,4,entrepreneur,120000,married,tertiary,yes,no,34,yes,no,0,,,,
24,2,student,4000,single,secondary,yes,no,2,no,no,0,,,,
35,3,technician,60000,single,secondary,yes,no,-89,yes,no,0,,,,
56,5,technician,60000,married,secondary,yes,no,276,yes,no,0,,,,
38,3,technician,60000,single,secondary,yes,no,1270,yes,yes,0,,,,
30,3,blue-collar,20000,married,primary,yes,no,714,yes,no,0,,,,
30,3,technician,60000,married,secondary,yes,no,-206,yes,yes,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,1085,yes,yes,1,,,,
27,2,services,70000,single,secondary,yes,no,-74,yes,no,0,,,,
32,3,services,70000,single,secondary,yes,no,1987,yes,no,0,,,,
29,2,blue-collar,20000,single,primary,yes,no,-24,yes,no,0,,,,
39,3,management,100000,married,primary,yes,no,197,yes,no,0,,,,
31,3,blue-collar,20000,married,primary,yes,no,-365,yes,no,0,,,,
31,3,blue-collar,20000,single,secondary,yes,no,-4,yes,no,0,,,,
39,3,services,70000,married,secondary,yes,no,3165,yes,no,0,,,,
23,2,blue-collar,20000,married,secondary,yes,no,-295,yes,no,0,,,,
29,2,technician,60000,single,secondary,yes,no,213,yes,no,0,,,,
33,3,services,70000,single,secondary,yes,no,450,yes,no,0,,,,
28,2,blue-collar,20000,married,secondary,yes,no,83,yes,no,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,-545,yes,yes,0,,,,
25,2,student,4000,single,tertiary,no,no,1433,yes,no,0,,,,
44,4,admin.,50000,divorced,secondary,yes,no,-179,yes,no,0,,,,
24,2,blue-collar,20000,single,secondary,yes,no,3,yes,no,0,,,,
30,3,services,70000,single,secondary,yes,no,-100,yes,yes,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,-267,yes,no,0,,,,
35,3,admin.,50000,single,tertiary,no,no,1374,yes,no,0,,,,
32,3,entrepreneur,120000,married,tertiary,yes,no,721,yes,no,0,,,,
32,3,technician,60000,single,tertiary,no,no,1710,yes,no,0,,,,
36,3,services,70000,married,secondary,yes,no,647,yes,yes,0,,,,
34,3,blue-collar,20000,single,primary,yes,no,4260,yes,no,0,,,,
31,3,admin.,50000,single,secondary,yes,no,1340,no,no,0,,,,
25,2,blue-collar,20000,single,secondary,yes,no,171,yes,no,0,,,,
33,3,blue-collar,20000,married,secondary,yes,no,463,yes,no,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,51,yes,no,0,,,,
28,2,services,70000,single,secondary,yes,no,221,yes,no,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,10910,yes,no,0,,,,
30,3,technician,60000,single,unknown,no,no,878,yes,no,0,,,,
35,3,unemployed,8000,divorced,tertiary,no,no,8903,yes,no,0,,,,
24,2,self-employed,60000,single,tertiary,no,no,91,yes,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,900,yes,no,0,,,,
33,3,services,70000,single,secondary,yes,no,-198,yes,no,0,,,,
58,5,blue-collar,20000,married,primary,yes,no,781,yes,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,508,yes,yes,0,,,,
31,3,admin.,50000,divorced,secondary,yes,no,-254,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,29,yes,no,1,,,,
29,2,blue-collar,20000,married,primary,yes,no,149,yes,no,0,,,,
22,2,student,4000,single,secondary,yes,no,2589,yes,no,0,,,,
60,6,blue-collar,20000,married,primary,yes,no,38,yes,no,0,,,,
60,6,management,100000,single,tertiary,no,no,560,no,no,1,,,,
30,3,entrepreneur,120000,married,tertiary,yes,no,3037,yes,no,0,,,,
35,3,management,100000,single,tertiary,no,no,6781,yes,no,0,,,,
38,3,technician,60000,single,secondary,yes,no,553,yes,no,0,,,,
58,5,housemaid,16000,married,primary,yes,no,260,yes,no,0,,,,
50,5,retired,55000,married,primary,yes,no,172,yes,yes,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,2,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,no,180,yes,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,526,yes,no,0,,,,
43,4,blue-collar,20000,married,unknown,no,no,285,yes,no,0,,,,
24,2,admin.,50000,single,secondary,yes,no,926,yes,yes,0,,,,
28,2,student,4000,single,tertiary,no,no,22,yes,no,1,,,,
29,2,services,70000,married,secondary,yes,no,6567,yes,no,1,,,,
31,3,blue-collar,20000,single,secondary,yes,no,184,yes,no,0,,,,
55,5,blue-collar,20000,married,secondary,yes,no,1078,yes,yes,0,,,,
47,4,self-employed,60000,married,unknown,no,no,14,yes,no,0,,,,
35,3,services,70000,married,secondary,yes,no,2791,yes,no,0,,,,
25,2,technician,60000,married,secondary,yes,no,691,yes,no,0,,,,
38,3,admin.,50000,married,secondary,yes,no,257,yes,no,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,99,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,2994,yes,no,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,-50,yes,no,0,,,,
33,3,services,70000,married,secondary,yes,no,624,yes,no,0,,,,
29,2,admin.,50000,single,secondary,yes,no,405,yes,no,0,,,,
30,3,services,70000,married,secondary,yes,no,683,yes,no,0,,,,
39,3,entrepreneur,120000,married,secondary,yes,no,2139,yes,no,1,,,,
44,4,blue-collar,20000,married,secondary,yes,no,167,yes,no,0,,,,
53,5,management,100000,divorced,tertiary,no,no,50,yes,no,1,,,,
27,2,services,70000,married,secondary,yes,no,311,yes,no,0,,,,
39,3,entrepreneur,120000,married,secondary,yes,no,680,yes,no,0,,,,
31,3,student,4000,married,secondary,yes,no,147,yes,no,0,,,,
33,3,management,100000,married,primary,yes,no,142,yes,no,0,,,,
32,3,management,100000,single,tertiary,no,no,435,yes,yes,0,,,,
29,2,blue-collar,20000,single,primary,yes,no,722,yes,no,0,,,,
49,4,self-employed,60000,married,secondary,yes,no,505,yes,no,0,,,,
32,3,admin.,50000,single,secondary,yes,no,6042,yes,no,0,,,,
42,4,blue-collar,20000,married,secondary,yes,no,505,yes,no,0,,,,
55,5,services,70000,married,primary,yes,no,-747,yes,no,0,,,,
49,4,admin.,50000,divorced,secondary,yes,no,132,yes,no,0,,,,
26,2,technician,60000,single,secondary,yes,no,626,yes,no,0,,,,
30,3,management,100000,single,tertiary,no,no,1692,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,47,yes,yes,0,,,,
54,5,unemployed,8000,married,secondary,yes,no,582,yes,no,1,,,,
29,2,student,4000,single,tertiary,no,no,80,yes,no,0,,,,
34,3,admin.,50000,single,secondary,yes,no,6979,yes,no,0,,,,
25,2,blue-collar,20000,single,tertiary,no,no,1395,yes,no,0,,,,
26,2,services,70000,single,secondary,yes,no,212,yes,no,0,,,,
31,3,blue-collar,20000,single,secondary,yes,no,210,yes,yes,0,,,,
51,5,management,100000,divorced,tertiary,no,no,-227,yes,no,0,,,,
34,3,management,100000,married,secondary,yes,no,-285,yes,no,0,,,,
34,3,technician,60000,single,secondary,yes,no,194,yes,yes,1,,,,
27,2,services,70000,single,secondary,yes,no,353,yes,no,1,,,,
28,2,student,4000,single,secondary,yes,no,217,yes,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,252,yes,no,0,,,,
23,2,services,70000,married,secondary,yes,no,2211,yes,no,0,,,,
42,4,blue-collar,20000,divorced,secondary,yes,no,198,no,no,0,,,,
26,2,student,4000,single,secondary,yes,no,2138,yes,no,0,,,,
39,3,admin.,50000,married,secondary,yes,no,-650,no,no,0,,,,
29,2,technician,60000,single,tertiary,no,no,226,yes,no,0,,,,
52,5,blue-collar,20000,married,primary,yes,no,134,yes,no,0,,,,
36,3,admin.,50000,married,secondary,yes,no,1479,no,no,0,,,,
28,2,services,70000,single,secondary,yes,no,341,yes,no,1,,,,
37,3,services,70000,single,secondary,yes,no,1175,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,339,yes,no,0,,,,
41,4,self-employed,60000,married,tertiary,yes,no,6000,yes,no,0,,,,
29,2,management,100000,single,tertiary,no,no,1388,yes,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,2198,no,no,0,,,,
39,3,entrepreneur,120000,married,tertiary,yes,yes,-172,yes,no,1,,,,
37,3,blue-collar,20000,married,primary,yes,no,-212,yes,no,0,,,,
30,3,technician,60000,married,primary,yes,no,95,yes,no,0,,,,
39,3,technician,60000,single,secondary,yes,no,12,yes,no,0,,,,
27,2,blue-collar,20000,single,unknown,no,no,-15,yes,yes,0,,,,
41,4,admin.,50000,single,secondary,yes,no,2002,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,no,118,yes,no,0,,,,
58,5,blue-collar,20000,married,primary,yes,no,5431,yes,yes,0,,,,
41,4,admin.,50000,divorced,secondary,yes,no,2550,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,438,yes,no,0,,,,
28,2,blue-collar,20000,married,secondary,yes,no,2257,yes,no,0,,,,
21,2,student,4000,single,secondary,yes,no,126,yes,no,0,,,,
31,3,admin.,50000,married,secondary,yes,no,728,yes,yes,0,,,,
30,3,services,70000,single,tertiary,no,no,717,yes,yes,0,,,,
34,3,services,70000,single,secondary,yes,no,4062,yes,yes,0,,,,
60,6,retired,55000,divorced,secondary,yes,no,-639,yes,no,1,,,,
27,2,admin.,50000,single,tertiary,no,no,144,yes,no,0,,,,
23,2,admin.,50000,single,secondary,yes,no,252,yes,no,0,,,,
22,2,admin.,50000,single,secondary,yes,no,118,yes,no,0,,,,
28,2,admin.,50000,single,secondary,yes,no,-215,yes,no,0,,,,
25,2,admin.,50000,single,tertiary,no,no,1056,yes,no,0,,,,
52,5,blue-collar,20000,married,primary,yes,no,2396,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,no,3268,no,no,0,,,,
33,3,services,70000,divorced,secondary,yes,no,2411,yes,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,49,yes,no,0,,,,
28,2,blue-collar,20000,married,secondary,yes,no,0,yes,no,0,,,,
23,2,student,4000,single,secondary,yes,no,556,yes,no,0,,,,
50,5,admin.,50000,single,primary,yes,no,181,yes,no,0,,,,
60,6,retired,55000,divorced,secondary,yes,no,4974,yes,no,0,,,,
26,2,student,4000,single,secondary,yes,no,864,yes,no,1,,,,
32,3,management,100000,married,secondary,yes,no,134,yes,yes,1,,,,
39,3,blue-collar,20000,married,primary,yes,no,2288,yes,no,0,,,,
40,4,management,100000,married,tertiary,yes,no,592,yes,no,0,,,,
48,4,blue-collar,20000,single,primary,yes,no,244,yes,no,0,,,,
40,4,admin.,50000,single,secondary,yes,no,50,no,no,1,,,,
33,3,blue-collar,20000,married,secondary,yes,no,1,yes,no,0,,,,
46,4,management,100000,married,tertiary,yes,no,2851,yes,yes,0,,,,
30,3,management,100000,single,secondary,yes,no,340,yes,no,0,,,,
41,4,services,70000,married,secondary,yes,no,2399,yes,no,0,,,,
38,3,entrepreneur,120000,married,tertiary,yes,no,2069,yes,no,0,,,,
34,3,blue-collar,20000,divorced,secondary,yes,no,1614,yes,no,0,,,,
33,3,blue-collar,20000,married,primary,yes,no,35,no,no,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,315,yes,no,0,,,,
25,2,admin.,50000,single,secondary,yes,no,507,yes,no,1,,,,
23,2,blue-collar,20000,single,primary,yes,no,8627,yes,no,0,,,,
21,2,admin.,50000,single,secondary,yes,no,66,yes,no,0,,,,
22,2,student,4000,single,secondary,yes,no,4038,yes,no,0,,,,
28,2,technician,60000,single,tertiary,no,no,372,yes,yes,0,,,,
42,4,services,70000,married,secondary,yes,no,1370,yes,no,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,-101,yes,no,1,,,,
33,3,management,100000,married,tertiary,yes,no,287,yes,no,0,,,,
41,4,blue-collar,20000,married,primary,yes,no,89,yes,no,0,,,,
52,5,technician,60000,married,primary,yes,no,-50,yes,no,0,,,,
47,4,blue-collar,20000,married,primary,yes,no,-290,yes,no,0,,,,
27,2,blue-collar,20000,single,secondary,yes,no,940,yes,no,0,,,,
33,3,blue-collar,20000,single,primary,yes,no,165,yes,no,0,,,,
41,4,blue-collar,20000,divorced,secondary,yes,no,2540,yes,no,0,,,,
48,4,blue-collar,20000,married,secondary,yes,no,480,yes,no,1,,,,
37,3,entrepreneur,120000,single,secondary,yes,no,-22,yes,no,1,,,,
35,3,technician,60000,single,secondary,yes,no,1501,yes,no,0,,,,
39,3,admin.,50000,divorced,secondary,yes,no,878,yes,no,1,,,,
46,4,management,100000,married,tertiary,yes,no,810,yes,yes,0,,,,
52,5,technician,60000,divorced,secondary,yes,no,144,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,2574,yes,no,1,,,,
26,2,blue-collar,20000,single,primary,yes,no,17,yes,no,0,,,,
25,2,technician,60000,single,secondary,yes,no,173,yes,no,0,,,,
33,3,blue-collar,20000,married,primary,yes,no,309,yes,no,0,,,,
24,2,blue-collar,20000,single,secondary,yes,no,833,yes,no,1,,,,
27,2,blue-collar,20000,single,secondary,yes,no,20,yes,no,0,,,,
30,3,management,100000,single,tertiary,no,no,1761,yes,no,0,,,,
29,2,technician,60000,single,tertiary,no,no,940,yes,no,0,,,,
48,4,services,70000,married,secondary,yes,no,975,yes,yes,0,,,,
25,2,student,4000,single,secondary,yes,no,1919,yes,no,0,,,,
31,3,admin.,50000,single,secondary,yes,no,-1,yes,no,0,,,,
42,4,entrepreneur,120000,married,secondary,yes,no,169,yes,no,0,,,,
26,2,entrepreneur,120000,single,tertiary,no,no,255,yes,no,0,,,,
51,5,technician,60000,married,secondary,yes,no,1174,yes,no,0,,,,
26,2,services,70000,single,secondary,yes,no,46,yes,no,0,,,,
58,5,blue-collar,20000,married,primary,yes,no,66,yes,no,0,,,,
30,3,blue-collar,20000,married,secondary,yes,no,3,no,no,0,,,,
36,3,blue-collar,20000,single,secondary,yes,no,103,yes,no,0,,,,
49,4,blue-collar,20000,married,secondary,yes,no,1230,yes,yes,0,,,,
37,3,admin.,50000,single,secondary,yes,no,309,yes,no,0,,,,
38,3,blue-collar,20000,divorced,secondary,yes,no,226,yes,no,0,,,,
39,3,technician,60000,single,secondary,yes,no,400,yes,no,0,,,,
31,3,management,100000,married,tertiary,yes,no,527,yes,yes,0,,,,
40,4,services,70000,married,secondary,yes,no,771,yes,no,0,,,,
46,4,services,70000,married,unknown,no,no,72,yes,no,0,,,,
31,3,management,100000,single,tertiary,no,no,2734,yes,no,1,,,,
29,2,blue-collar,20000,married,secondary,yes,no,-114,yes,no,0,,,,
57,5,management,100000,married,secondary,yes,no,39,yes,no,0,,,,
33,3,technician,60000,single,secondary,yes,no,1064,yes,no,0,,,,
56,5,retired,55000,divorced,tertiary,no,no,-458,yes,no,0,,,,
42,4,admin.,50000,divorced,secondary,yes,no,241,yes,no,1,,,,
31,3,management,100000,single,tertiary,no,no,74,yes,yes,0,,,,
30,3,technician,60000,single,secondary,yes,no,-109,yes,no,0,,,,
35,3,admin.,50000,divorced,secondary,yes,no,-133,yes,no,0,,,,
34,3,blue-collar,20000,divorced,primary,yes,no,390,yes,no,0,,,,
34,3,blue-collar,20000,divorced,primary,yes,no,0,yes,no,0,,,,
34,3,management,100000,single,tertiary,no,no,2360,yes,no,0,,,,
51,5,blue-collar,20000,married,primary,yes,no,129,yes,no,1,,,,
49,4,blue-collar,20000,married,secondary,yes,no,598,yes,no,0,,,,
45,4,unemployed,8000,married,secondary,yes,no,-407,yes,no,0,,,,
59,5,self-employed,60000,married,primary,yes,no,671,yes,no,0,,,,
52,5,blue-collar,20000,divorced,primary,yes,no,29,yes,no,0,,,,
32,3,services,70000,divorced,secondary,yes,no,-34,yes,no,0,,,,
29,2,student,4000,single,secondary,yes,no,949,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,1145,yes,no,0,,,,
31,3,technician,60000,married,secondary,yes,no,84,no,no,0,,,,
33,3,technician,60000,divorced,secondary,yes,no,855,yes,no,0,,,,
28,2,management,100000,single,tertiary,no,no,41,yes,no,1,,,,
32,3,management,100000,married,tertiary,yes,no,3387,yes,no,1,,,,
26,2,services,70000,single,secondary,yes,yes,-162,yes,no,0,,,,
49,4,self-employed,60000,married,secondary,yes,no,2576,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,25,yes,no,0,,,,
27,2,self-employed,60000,single,tertiary,no,no,362,yes,no,0,,,,
38,3,technician,60000,married,tertiary,yes,no,432,yes,no,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,5997,yes,no,0,,,,
28,2,blue-collar,20000,married,primary,yes,no,278,yes,yes,0,,,,
28,2,technician,60000,single,tertiary,no,no,-594,yes,yes,0,,,,
36,3,technician,60000,married,tertiary,yes,no,530,yes,no,0,,,,
57,5,technician,60000,married,secondary,yes,no,225,yes,no,0,,,,
36,3,admin.,50000,single,secondary,yes,no,148,yes,no,1,,,,
30,3,admin.,50000,married,primary,yes,no,624,yes,no,0,,,,
27,2,management,100000,single,tertiary,no,no,7944,yes,no,0,,,,
38,3,services,70000,single,secondary,yes,no,70,yes,no,0,,,,
30,3,management,100000,single,tertiary,no,no,9,yes,yes,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,249,yes,no,1,,,,
30,3,technician,60000,single,secondary,yes,no,1395,yes,no,0,,,,
55,5,services,70000,married,secondary,yes,no,841,yes,no,0,,,,
33,3,management,100000,married,tertiary,yes,no,2044,yes,no,0,,,,
40,4,services,70000,single,secondary,yes,no,65,yes,no,0,,,,
24,2,blue-collar,20000,divorced,secondary,yes,no,513,yes,no,0,,,,
44,4,services,70000,divorced,secondary,yes,no,-2,yes,no,0,,,,
33,3,admin.,50000,married,secondary,yes,no,1293,yes,no,0,,,,
38,3,self-employed,60000,single,tertiary,no,no,5774,yes,no,1,,,,
26,2,services,70000,single,secondary,yes,no,0,yes,no,0,,,,
33,3,technician,60000,married,secondary,yes,no,-204,no,no,0,,,,
44,4,blue-collar,20000,divorced,primary,yes,no,-97,yes,yes,0,,,,
32,3,blue-collar,20000,divorced,secondary,yes,no,201,yes,no,0,,,,
26,2,admin.,50000,single,secondary,yes,no,140,yes,no,0,,,,
40,4,management,100000,married,tertiary,yes,no,-1212,yes,no,0,,,,
34,3,management,100000,single,tertiary,no,no,-184,yes,yes,0,,,,
25,2,blue-collar,20000,single,secondary,yes,no,381,yes,no,0,,,,
27,2,blue-collar,20000,married,secondary,yes,no,5854,no,no,0,,,,
45,4,services,70000,married,secondary,yes,no,-1621,yes,yes,0,,,,
37,3,admin.,50000,married,secondary,yes,no,-557,yes,yes,0,,,,
44,4,services,70000,single,secondary,yes,no,532,yes,no,0,,,,
41,4,admin.,50000,single,secondary,yes,no,90,yes,no,0,,,,
34,3,technician,60000,married,secondary,yes,no,393,yes,no,0,,,,
33,3,management,100000,married,tertiary,yes,no,3301,yes,no,0,,,,
25,2,services,70000,married,secondary,yes,no,806,yes,yes,0,,,,
30,3,technician,60000,married,secondary,yes,no,-910,yes,no,0,,,,
39,3,technician,60000,single,tertiary,no,no,1674,no,no,0,,,,
31,3,technician,60000,single,tertiary,no,no,6138,yes,no,0,,,,
34,3,technician,60000,married,secondary,yes,no,656,yes,no,0,,,,
54,5,admin.,50000,divorced,secondary,yes,no,-394,yes,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,8,yes,no,0,,,,
34,3,unemployed,8000,married,secondary,yes,no,-16,yes,no,0,,,,
56,5,technician,60000,single,secondary,yes,no,751,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,5,yes,no,0,,,,
39,3,services,70000,single,secondary,yes,no,315,yes,no,0,,,,
28,2,services,70000,single,secondary,yes,no,118,yes,yes,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,3412,yes,no,0,,,,
58,5,blue-collar,20000,married,secondary,yes,no,238,no,no,0,,,,
35,3,entrepreneur,120000,married,secondary,yes,no,4872,yes,no,0,,,,
36,3,student,4000,single,secondary,yes,no,3551,yes,no,0,,,,
40,4,blue-collar,20000,divorced,secondary,yes,no,0,yes,no,0,,,,
30,3,blue-collar,20000,married,secondary,yes,no,-99,yes,no,0,,,,
43,4,services,70000,divorced,secondary,yes,no,7816,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,0,yes,no,0,,,,
60,6,blue-collar,20000,married,primary,yes,no,14,yes,yes,0,,,,
41,4,blue-collar,20000,single,secondary,yes,no,6393,yes,no,0,,,,
39,3,services,70000,married,secondary,yes,no,435,yes,no,0,,,,
31,3,housemaid,16000,divorced,primary,yes,no,168,yes,no,0,,,,
32,3,blue-collar,20000,married,primary,yes,no,233,yes,no,0,,,,
48,4,blue-collar,20000,married,secondary,yes,no,1267,yes,no,0,,,,
48,4,blue-collar,20000,married,primary,yes,no,108,yes,no,0,,,,
36,3,blue-collar,20000,married,primary,yes,no,49,yes,no,0,,,,
30,3,admin.,50000,divorced,secondary,yes,no,891,no,no,0,,,,
31,3,blue-collar,20000,married,secondary,yes,no,1803,yes,no,0,,,,
27,2,management,100000,married,tertiary,yes,no,54,yes,no,0,,,,
43,4,technician,60000,single,secondary,yes,no,-266,yes,yes,0,,,,
28,2,blue-collar,20000,single,secondary,yes,no,-208,yes,no,0,,,,
49,4,blue-collar,20000,married,secondary,yes,no,3309,yes,no,0,,,,
34,3,admin.,50000,divorced,secondary,yes,no,1268,yes,no,0,,,,
30,3,management,100000,single,tertiary,no,no,355,yes,no,0,,,,
32,3,blue-collar,20000,single,secondary,yes,no,138,yes,no,0,,,,
29,2,admin.,50000,single,secondary,yes,no,-349,yes,no,0,,,,
38,3,admin.,50000,married,secondary,yes,no,1852,yes,no,0,,,,
44,4,management,100000,single,tertiary,no,no,-1313,yes,yes,0,,,,
38,3,management,100000,married,tertiary,yes,no,676,no,no,0,,,,
47,4,blue-collar,20000,married,primary,yes,no,537,yes,no,0,,,,
36,3,services,70000,married,secondary,yes,no,-74,yes,no,0,,,,
36,3,services,70000,single,secondary,yes,no,0,yes,no,1,,,,
27,2,blue-collar,20000,single,primary,yes,no,-179,yes,no,0,,,,
24,2,admin.,50000,single,secondary,yes,no,290,yes,no,0,,,,
35,3,blue-collar,20000,divorced,secondary,yes,no,1780,yes,no,0,,,,
36,3,admin.,50000,single,secondary,yes,no,185,yes,no,0,,,,
45,4,admin.,50000,married,secondary,yes,no,369,yes,no,0,,,,
45,4,blue-collar,20000,single,primary,yes,no,116,yes,no,0,,,,
32,3,admin.,50000,married,secondary,yes,no,337,no,no,0,,,,
29,2,entrepreneur,120000,married,secondary,yes,no,422,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,1841,yes,no,1,,,,
27,2,technician,60000,married,secondary,yes,no,2460,yes,no,0,,,,
31,3,technician,60000,married,tertiary,yes,no,165,no,no,0,,,,
45,4,self-employed,60000,single,secondary,yes,no,2762,yes,no,0,,,,
31,3,admin.,50000,single,secondary,yes,no,862,yes,no,0,,,,
33,3,management,100000,married,secondary,yes,no,1423,yes,no,0,,,,
25,2,retired,55000,single,secondary,yes,no,366,no,yes,0,,,,
32,3,management,100000,single,tertiary,no,no,6248,yes,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,30,yes,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,-137,yes,no,0,,,,
